0	0:	0.000000
0	1:	0.002102
0	2:	0.003515
0	3:	0.003180
0	4:	0.004812
0	5:	-0.000913
0	6:	0.005480
0	7:	0.003362
0	8:	0.001193
0	9:	-0.000688
0	10:	0.000236
0	11:	-0.001178
0	12:	0.000784
0	13:	-0.008087
0	14:	0.014551
0	15:	0.007728
1	0:	0.000000
1	1:	0.000000
1	2:	0.014686
1	3:	-0.007417
1	4:	0.002809
1	5:	0.002112
1	6:	-0.008508
1	7:	0.002509
1	8:	0.002461
1	9:	-0.004664
1	10:	0.006160
1	11:	-0.008577
1	12:	0.005310
1	13:	-0.005109
1	14:	0.013775
1	15:	-0.003421
2	0:	0.000000
2	1:	0.000000
2	2:	0.000000
2	3:	-0.018007
2	4:	-0.002112
2	5:	-0.011320
2	6:	-0.021317
2	7:	-0.014622
2	8:	-0.008751
2	9:	-0.016210
2	10:	-0.008753
2	11:	-0.016194
2	12:	0.013774
2	13:	-0.021277
2	14:	0.000421
2	15:	-0.002022
3	0:	0.000000
3	1:	0.000000
3	2:	0.000000
3	3:	0.000000
3	4:	-0.003381
3	5:	0.002260
3	6:	-0.007470
3	7:	0.003556
3	8:	-0.003238
3	9:	-0.004980
3	10:	0.003069
3	11:	-0.009889
3	12:	0.001810
3	13:	-0.016910
3	14:	0.012281
3	15:	-0.001609
4	0:	0.000000
4	1:	0.000000
4	2:	0.000000
4	3:	0.000000
4	4:	0.000000
4	5:	-0.000877
4	6:	-0.008971
4	7:	-0.008486
4	8:	-0.001190
4	9:	-0.014730
4	10:	-0.001517
4	11:	-0.011226
4	12:	0.007297
4	13:	-0.015519
4	14:	0.007130
4	15:	-0.006376
5	0:	0.000000
5	1:	0.000000
5	2:	0.000000
5	3:	0.000000
5	4:	0.000000
5	5:	0.000000
5	6:	0.003249
5	7:	0.003689
5	8:	0.004916
5	9:	-0.007390
5	10:	0.004939
5	11:	-0.010627
5	12:	0.006803
5	13:	-0.013993
5	14:	0.010624
5	15:	-0.000179
6	0:	0.000000
6	1:	0.000000
6	2:	0.000000
6	3:	0.000000
6	4:	0.000000
6	5:	0.000000
6	6:	0.000000
6	7:	0.001857
6	8:	-0.000822
6	9:	-0.006179
6	10:	0.006555
6	11:	-0.010367
6	12:	0.010519
6	13:	-0.018805
6	14:	0.011427
6	15:	-0.001333
7	0:	0.000000
7	1:	0.000000
7	2:	0.000000
7	3:	0.000000
7	4:	0.000000
7	5:	0.000000
7	6:	0.000000
7	7:	0.000000
7	8:	0.002316
7	9:	-0.003677
7	10:	0.000002
7	11:	-0.000802
7	12:	0.007218
7	13:	-0.008760
7	14:	0.013083
7	15:	-0.005897
8	0:	0.000000
8	1:	0.000000
8	2:	0.000000
8	3:	0.000000
8	4:	0.000000
8	5:	0.000000
8	6:	0.000000
8	7:	0.000000
8	8:	0.000000
8	9:	-0.009624
8	10:	0.007879
8	11:	-0.023483
8	12:	0.008395
8	13:	-0.012594
8	14:	0.007239
8	15:	-0.004941
9	0:	0.000000
9	1:	0.000000
9	2:	0.000000
9	3:	0.000000
9	4:	0.000000
9	5:	0.000000
9	6:	0.000000
9	7:	0.000000
9	8:	0.000000
9	9:	0.000000
9	10:	0.018808
9	11:	0.009285
9	12:	0.012850
9	13:	-0.006961
9	14:	0.026311
9	15:	0.004655
10	0:	0.000000
10	1:	0.000000
10	2:	0.000000
10	3:	0.000000
10	4:	0.000000
10	5:	0.000000
10	6:	0.000000
10	7:	0.000000
10	8:	0.000000
10	9:	0.000000
10	10:	0.000000
10	11:	-0.019427
10	12:	-0.000145
10	13:	-0.029001
10	14:	0.000341
10	15:	-0.007915
11	0:	0.000000
11	1:	0.000000
11	2:	0.000000
11	3:	0.000000
11	4:	0.000000
11	5:	0.000000
11	6:	0.000000
11	7:	0.000000
11	8:	0.000000
11	9:	0.000000
11	10:	0.000000
11	11:	0.000000
11	12:	0.025467
11	13:	-0.006032
11	14:	0.023457
11	15:	0.005068
12	0:	0.000000
12	1:	0.000000
12	2:	0.000000
12	3:	0.000000
12	4:	0.000000
12	5:	0.000000
12	6:	0.000000
12	7:	0.000000
12	8:	0.000000
12	9:	0.000000
12	10:	0.000000
12	11:	0.000000
12	12:	0.000000
12	13:	-0.031533
12	14:	0.001465
12	15:	-0.012767
13	0:	0.000000
13	1:	0.000000
13	2:	0.000000
13	3:	0.000000
13	4:	0.000000
13	5:	0.000000
13	6:	0.000000
13	7:	0.000000
13	8:	0.000000
13	9:	0.000000
13	10:	0.000000
13	11:	0.000000
13	12:	0.000000
13	13:	0.000000
13	14:	0.036396
13	15:	0.019795
14	0:	0.000000
14	1:	0.000000
14	2:	0.000000
14	3:	0.000000
14	4:	0.000000
14	5:	0.000000
14	6:	0.000000
14	7:	0.000000
14	8:	0.000000
14	9:	0.000000
14	10:	0.000000
14	11:	0.000000
14	12:	0.000000
14	13:	0.000000
14	14:	0.000000
14	15:	-0.007570
15	0:	0.000000
15	1:	0.000000
15	2:	0.000000
15	3:	0.000000
15	4:	0.000000
15	5:	0.000000
15	6:	0.000000
15	7:	0.000000
15	8:	0.000000
15	9:	0.000000
15	10:	0.000000
15	11:	0.000000
15	12:	0.000000
15	13:	0.000000
15	14:	0.000000
15	15:	0.000000
