0	0:	0.000000
0	1:	0.266876
0	2:	0.448481
0	3:	0.507618
0	4:	0.851201
0	5:	-0.363068
0	6:	0.846835
0	7:	0.305882
0	8:	0.280854
0	9:	-0.084703
0	10:	0.288762
0	11:	-0.253490
0	12:	0.032208
0	13:	-1.690018
0	14:	2.328620
0	15:	1.572916
1	0:	0.000000
1	1:	0.000000
1	2:	0.195098
1	3:	0.231976
1	4:	0.582439
1	5:	-0.623707
1	6:	0.567877
1	7:	0.041525
1	8:	0.016270
1	9:	-0.354081
1	10:	0.027678
1	11:	-0.525798
1	12:	-0.228109
1	13:	-1.951672
1	14:	2.063605
1	15:	1.295113
2	0:	0.000000
2	1:	0.000000
2	2:	0.000000
2	3:	0.040923
2	4:	0.398749
2	5:	-0.817914
2	6:	0.375386
2	7:	-0.156414
2	8:	-0.175317
2	9:	-0.547010
2	10:	-0.167595
2	11:	-0.714041
2	12:	-0.400894
2	13:	-2.147466
2	14:	1.869046
2	15:	1.114388
3	0:	0.000000
3	1:	0.000000
3	2:	0.000000
3	3:	0.000000
3	4:	0.337588
3	5:	-0.864835
3	6:	0.329125
3	7:	-0.197206
3	8:	-0.228367
3	9:	-0.594236
3	10:	-0.214530
3	11:	-0.766520
3	12:	-0.470707
3	13:	-2.203623
3	14:	1.824110
3	15:	1.059616
4	0:	0.000000
4	1:	0.000000
4	2:	0.000000
4	3:	0.000000
4	4:	0.000000
4	5:	-1.209567
4	6:	-0.013342
4	7:	-0.550876
4	8:	-0.569612
4	9:	-0.945803
4	10:	-0.559584
4	11:	-1.109950
4	12:	-0.807889
4	13:	-2.541215
4	14:	1.478181
4	15:	0.711660
5	0:	0.000000
5	1:	0.000000
5	2:	0.000000
5	3:	0.000000
5	4:	0.000000
5	5:	0.000000
5	6:	1.206126
5	7:	0.667266
5	8:	0.646104
5	9:	0.268729
5	10:	0.652863
5	11:	0.098587
5	12:	0.400113
5	13:	-1.333059
5	14:	2.687428
5	15:	1.924470
6	0:	0.000000
6	1:	0.000000
6	2:	0.000000
6	3:	0.000000
6	4:	0.000000
6	5:	0.000000
6	6:	0.000000
6	7:	-0.536019
6	8:	-0.563957
6	9:	-0.933708
6	10:	-0.546744
6	11:	-1.104037
6	12:	-0.800108
6	13:	-2.540076
6	14:	1.484358
6	15:	0.721197
7	0:	0.000000
7	1:	0.000000
7	2:	0.000000
7	3:	0.000000
7	4:	0.000000
7	5:	0.000000
7	6:	0.000000
7	7:	0.000000
7	8:	-0.022701
7	9:	-0.391009
7	10:	-0.017112
7	11:	-0.556334
7	12:	-0.264850
7	13:	-1.991923
7	14:	2.025962
7	15:	1.252969
8	0:	0.000000
8	1:	0.000000
8	2:	0.000000
8	3:	0.000000
8	4:	0.000000
8	5:	0.000000
8	6:	0.000000
8	7:	0.000000
8	8:	0.000000
8	9:	-0.372669
8	10:	0.015783
8	11:	-0.554616
8	12:	-0.238570
8	13:	-1.971356
8	14:	2.045134
8	15:	1.279136
9	0:	0.000000
9	1:	0.000000
9	2:	0.000000
9	3:	0.000000
9	4:	0.000000
9	5:	0.000000
9	6:	0.000000
9	7:	0.000000
9	8:	0.000000
9	9:	0.000000
9	10:	0.390234
9	11:	-0.158274
9	12:	0.128578
9	13:	-1.603500
9	14:	2.425535
9	15:	1.649803
10	0:	0.000000
10	1:	0.000000
10	2:	0.000000
10	3:	0.000000
10	4:	0.000000
10	5:	0.000000
10	6:	0.000000
10	7:	0.000000
10	8:	0.000000
10	9:	0.000000
10	10:	0.000000
10	11:	-0.559792
10	12:	-0.255415
10	13:	-1.997020
10	14:	2.029332
10	15:	1.269517
11	0:	0.000000
11	1:	0.000000
11	2:	0.000000
11	3:	0.000000
11	4:	0.000000
11	5:	0.000000
11	6:	0.000000
11	7:	0.000000
11	8:	0.000000
11	9:	0.000000
11	10:	0.000000
11	11:	0.000000
11	12:	0.309753
11	13:	-1.431827
11	14:	2.587462
11	15:	1.823165
12	0:	0.000000
12	1:	0.000000
12	2:	0.000000
12	3:	0.000000
12	4:	0.000000
12	5:	0.000000
12	6:	0.000000
12	7:	0.000000
12	8:	0.000000
12	9:	0.000000
12	10:	0.000000
12	11:	0.000000
12	12:	0.000000
12	13:	-1.744374
12	14:	2.284201
12	15:	1.517556
13	0:	0.000000
13	1:	0.000000
13	2:	0.000000
13	3:	0.000000
13	4:	0.000000
13	5:	0.000000
13	6:	0.000000
13	7:	0.000000
13	8:	0.000000
13	9:	0.000000
13	10:	0.000000
13	11:	0.000000
13	12:	0.000000
13	13:	0.000000
13	14:	4.029234
13	15:	3.265760
14	0:	0.000000
14	1:	0.000000
14	2:	0.000000
14	3:	0.000000
14	4:	0.000000
14	5:	0.000000
14	6:	0.000000
14	7:	0.000000
14	8:	0.000000
14	9:	0.000000
14	10:	0.000000
14	11:	0.000000
14	12:	0.000000
14	13:	0.000000
14	14:	0.000000
14	15:	-0.761245
15	0:	0.000000
15	1:	0.000000
15	2:	0.000000
15	3:	0.000000
15	4:	0.000000
15	5:	0.000000
15	6:	0.000000
15	7:	0.000000
15	8:	0.000000
15	9:	0.000000
15	10:	0.000000
15	11:	0.000000
15	12:	0.000000
15	13:	0.000000
15	14:	0.000000
15	15:	0.000000
