0.000251666	0.00213683	0.000695781	0.000279159	0.00158909	0.000489796	0.00160601	0.000447077	0.000857355	0.00164534	0.0014512	0.00404526	0.00163688	0.00594142	0.00283177	0.000531247
0.000254305	0.00230792	0.000792932	0.000291826	0.00167008	0.000531123	0.00220954	0.000469839	0.000858801	0.00176346	0.00146997	0.00442283	0.00222997	0.0062038	0.0028182	0.00063618
0.000300617	0.0023966	0.000798449	0.000328135	0.0019292	0.000548282	0.00240744	0.000505754	0.000928119	0.00188	0.00181246	0.0046727	0.00264968	0.00653352	0.00330804	0.000688376
0.000292219	0.0027592	0.000856231	0.000320566	0.00206679	0.000624874	0.00261663	0.00055109	0.00100463	0.00215975	0.00183169	0.00521034	0.00286425	0.00686111	0.00351872	0.000807876
0.000322691	0.00305222	0.000971825	0.000368968	0.0022209	0.000669563	0.00281583	0.000565751	0.00109023	0.0022505	0.00245937	0.00563959	0.00304805	0.00714923	0.00380725	0.000824238
0.000379729	0.00347592	0.00111209	0.000394318	0.00247512	0.000725278	0.00309202	0.000629408	0.00121005	0.00257682	0.00249637	0.00610526	0.0034284	0.00771046	0.00424663	0.000928273
0.000434389	0.00360851	0.0011806	0.000408959	0.00269304	0.00078165	0.0033317	0.000658253	0.00146325	0.00290941	0.00273557	0.00646372	0.00370606	0.00781817	0.00449063	0.00101385
0.000434429	0.0039699	0.00125284	0.000456943	0.00279377	0.000797983	0.0036297	0.000741699	0.00153218	0.00305143	0.00331367	0.00694754	0.00364637	0.008398	0.00476663	0.00113277
0.00051942	0.00445176	0.00142945	0.000510249	0.0032099	0.000921283	0.00397903	0.000766624	0.00146405	0.00345627	0.00362219	0.00745489	0.00407699	0.00870217	0.00493116	0.00127854
0.000559821	0.00469575	0.00166071	0.000566074	0.00337435	0.000985002	0.0044298	0.000840774	0.00177325	0.00368323	0.00310715	0.00793629	0.0045215	0.00878665	0.00488874	0.00142185
0.000510599	0.00496427	0.00185566	0.000644397	0.00373133	0.00107788	0.00468292	0.000882815	0.00204448	0.00400143	0.00420108	0.00845885	0.00535066	0.00935834	0.00598547	0.00160724
0.000626544	0.00521328	0.0017479	0.000661978	0.00397937	0.00113387	0.0048156	0.000972957	0.00218436	0.0044225	0.00452921	0.00923809	0.00507447	0.00998136	0.0060741	0.00178834
0.00067999	0.00599567	0.00190989	0.000694999	0.00427297	0.00123032	0.00544492	0.00112192	0.00235391	0.00477369	0.00498006	0.00939437	0.00557292	0.0104775	0.00658853	0.00196034
0.000772812	0.00642593	0.00222381	0.000783233	0.00459018	0.00140182	0.0061133	0.00123425	0.00256645	0.00506371	0.0053605	0.00979937	0.00630754	0.0107443	0.0068957	0.00216337
0.000851299	0.00679747	0.00236254	0.0008834	0.00511238	0.00154334	0.00680289	0.00121566	0.00272983	0.00568269	0.00558138	0.0104024	0.00648521	0.0110523	0.00705135	0.00229125
0.000923808	0.00717952	0.00244626	0.00097425	0.0056529	0.00161833	0.00661631	0.00146784	0.00328961	0.00603143	0.0062753	0.0111924	0.00656504	0.0113208	0.00742631	0.00250962
0.00106266	0.00778465	0.00290241	0.00105849	0.00599201	0.00177513	0.00719057	0.00145162	0.00334974	0.00673866	0.00686957	0.0119302	0.00725186	0.0116384	0.00812733	0.00286447
0.00111648	0.00809681	0.00300842	0.00117402	0.0062007	0.00200117	0.0079709	0.00162261	0.00391645	0.00701993	0.00671892	0.0123113	0.00743392	0.0120524	0.00847077	0.00302885
0.00118645	0.00877831	0.0033409	0.00122022	0.00672308	0.00211068	0.00814882	0.00184929	0.00425846	0.0077657	0.00746221	0.0129084	0.00787576	0.0122985	0.00921854	0.00328838
0.00135518	0.00922951	0.00366371	0.00146898	0.00670297	0.00233062	0.00867301	0.00203924	0.00473668	0.00824741	0.00832077	0.0136811	0.00881432	0.0127315	0.00930287	0.00370498
